model_name,model_id,synonyms,model_type,growth_properties,doi,pmed,model_treatment,model_comments,msi_status,mutational_burden,ploidy,parent_id,mutation_data,methylation_data,expression_data,cnv_data,crispr_ko_data,drug_data,sample_id,tissue,tissue_status,cancer_type,cancer_type_detail,age_at_sampling,sampling_day,sampling_month,sampling_year,sample_treatment,sample_treatment_details,sample_site,tnm_t,tnm_n,tnm_m,tnm_integrated,tumour_grade,patient_id,species,gender,ethnicity,smoking_status,model_relations_comment,COSMIC_ID,BROAD_ID,CCLE_ID,RRID,suppliers
BALL-1,SIDM00287,,Cell Line,Suspension,,,,,MSS,10.43333333,2.113523952,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00652,Haematopoietic and Lymphoid,Tumour,B-Lymphoblastic Leukemia,"('Childhood Precursor B Lymphoblastic Leukemia  (C9140)',)",,,,,Unknown,,Unknown,,,,,,SIDP00581,Homo Sapiens,Male,Unknown,Unknown,,910705,ACH-002211,BALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1075,RIKEN:RCB0256
BB30-HNC,SIDM00172,,Cell Line,Unknown,,,,,MSS,2.6,2.027563123,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00629,Head and Neck,Unknown,Head and Neck Carcinoma,"('Head and Neck Squamous Cell Carcinoma  (C34447)',)",,,,,Unknown,,Unknown,,,,,,SIDP00558,Homo Sapiens,Unknown,Unknown,Unknown,,753531,ACH-002212,BB30HNC_UPPER_AERODIGESTIVE_TRACT,CVCL_1076,
BB49-HNC,SIDM00174,BB49-SCCHN,Cell Line,Unknown,,,,,MSS,4.433333333,2.194900435,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00630,Head and Neck,Unknown,Head and Neck Carcinoma,"('Head and Neck Squamous Cell Carcinoma  (C34447)',)",,,,,Unknown,,Unknown,,,,,,SIDP00559,Homo Sapiens,Unknown,Unknown,Unknown,,753532,ACH-002213,BB49HNC_UPPER_AERODIGESTIVE_TRACT,CVCL_1077,
BB65-RCC,SIDM00191,,Cell Line,Unknown,,,,,MSS,2.133333333,1.714007618,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00631,Kidney,Unknown,Kidney Carcinoma,"('Renal Cell Carcinoma  (C9385)',)",,,,,Unknown,,Unknown,,,,,,SIDP00560,Homo Sapiens,Unknown,Unknown,Unknown,,753533,ACH-002090,BB65RCC_KIDNEY,CVCL_1078,
BC-1,SIDM00896,,Cell Line,Suspension,,,,,MSS,6.866666667,2.223826789,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00082,Haematopoietic and Lymphoid,Tumour,B-Cell Non-Hodgkin's Lymphoma,"('Primary Effusion Lymphoma  (C6915)',)",46,,,1992,Unknown,,Peritoneal Cavity,,,,,,SIDP00065,Homo Sapiens,Male,Unknown,Unknown,,910919,ACH-002214,BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1079,ATCC:CRL-2230
BC-3,SIDM00895,,Cell Line,Suspension,,,,,MSS,23.56666667,2.030635593,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00083,Haematopoietic and Lymphoid,Tumour,B-Cell Non-Hodgkin's Lymphoma,"('Primary Effusion Lymphoma  (C6915)',)",85,,,1995,Unknown,,Pleural Effusion,,,,,,SIDP00066,Homo Sapiens,Male,White,Unknown,,910918,ACH-002215,BC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1080,ATCC:CRL-2277
BE-13,SIDM01245,,Cell Line,Suspension,,,,,MSS,13.2,3.505500721,SIDM00991,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00454,Haematopoietic and Lymphoid,Tumour,T-Lymphoblastic Leukemia,"('Childhood Precursor T Lymphoblastic Leukemia  (C7953)',)",4,,,1977,Unknown,,Peripheral Blood,,,,,,SIDP00391,Homo Sapiens,Female,Unknown,Unknown,"BE-13 and PEER show identical DNA fingerprints presumably due to cross-contamination; however, their diploid and tetraploid karyotypes are indicative of earlier and later passage numbers suggesting that BE-13 is derived from PEER, rather than vice-versa (DSMZ).",906763,ACH-002216,BE13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1081,DSMZ:ACC-396
BE2-C,SIDM01232,,Cell Line,Adherent,,,,,,,,SIDM00894,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00084,Peripheral Nervous System,Tumour,Neuroblastoma,"('Neuroblastoma  (C3270)',)",2,,,,Chemotherapy;Radiotherapy,,Bone marrow,,,,,,SIDP00067,Homo Sapiens,Male,Unknown,Unknown,"BE2-M17 is a subclone of SK-N-BE-2.
BE2-C is a subclone of SK-N-BE-2 (ATCC).",,,,,ATCC:CRL-2268
BE2-M17,SIDM01229,SK-N-BE(2)-M17,Cell Line,Adherent,,,,,MSS,11.06666667,1.823922415,SIDM00894,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00084,Peripheral Nervous System,Tumour,Neuroblastoma,"('Neuroblastoma  (C3270)',)",2,,,,Chemotherapy;Radiotherapy,,Bone marrow,,,,,,SIDP00067,Homo Sapiens,Male,Unknown,Unknown,"BE2-M17 is a subclone of SK-N-BE-2.
BE2-C is a subclone of SK-N-BE-2 (ATCC).",753616,ACH-002217,BE2M17_AUTONOMIC_GANGLIA,CVCL_0167,ATCC:CRL-2267
Becker,SIDM00490,AK,Cell Line,Adherent,,,,,MSS,8.266666667,2.681486695,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00951,Central Nervous System,Tumour,Low Grade Glioma,"('Astrocytoma  (C60781)',)",57,,,,Unknown,,Unknown,,,,,,SIDP00851,Homo Sapiens,Male,Unknown,Unknown,,906746,ACH-001016,BECKER_CENTRAL_NERVOUS_SYSTEM,CVCL_1093,JCRB:IFO50289
BEN,SIDM00990,,Cell Line,Adherent,,,,,MSS,13.16666667,3.606117968,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00455,Lung,Metastasis,Non-Small Cell Lung Carcinoma,"('Non-Small Cell Lung Carcinoma  (C2926)',)",71,,,,Unknown,,Supraclavicular lymph node,,,,,,SIDP00392,Homo Sapiens,Male,Unknown,Unknown,,753534,ACH-000603,BEN_LUNG,CVCL_1082,DSMZ:ACC-254
BeWo,SIDM00692,,Cell Line,Adherent,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00173,Placenta,Tumour,Other Solid Carcinomas,"('Gestational Choriocarcinoma  (C4646)',)",,,,,Unknown,,Placenta,,,,,,SIDP00139,Homo Sapiens,Male,Unknown,Unknown,"Hs-630-T has been shown to be contaminated with BeWo (PMID: 25877200).
JEG-3 has the same DNA profile as BeWo; it was established by serial cloning of BeWo (ECACC & PMID: 4299001). ",,ACH-001444,BEWO_PLACENTA,,ATCC:CCL-98
BFTC-905,SIDM00989,,Cell Line,Adherent,,,,,MSS,14.53333333,2.660235,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00456,Bladder,Tumour,Bladder Carcinoma,"('Bladder Carcinoma  (C4912)',)",51,,,1990,Unknown,,Unknown,,,,,,SIDP00393,Homo Sapiens,Female,East Asian,Unknown,,910926,ACH-000802,BFTC905_URINARY_TRACT,CVCL_1083,DSMZ:ACC-361
BFTC-909,SIDM00988,,Cell Line,Adherent,,,,,MSS,12.23333333,3.262866593,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00457,Kidney,Tumour,Kidney Carcinoma,"('Renal Cell Carcinoma  (C9385)',)",64,,,1990,Unknown,,Renal pelvis,,,,,,SIDP00394,Homo Sapiens,Male,Unknown,Unknown,,910698,ACH-000792,BFTC909_KIDNEY,CVCL_1084,DSMZ:ACC-367
BHT-101,SIDM00987,,Cell Line,Adherent,,,,,MSS,5.666666667,4.264976287,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00458,Thyroid,Metastasis,Thyroid Gland Carcinoma,"('Anaplastic Thyroid Carcinoma  (C3878)',)",63,,,,Unknown,,Lymph node,,,,,,SIDP00395,Homo Sapiens,Female,Unknown,Unknown,,906696,ACH-000191,BHT101_THYROID,CVCL_1085,DSMZ:ACC-279
BHY,SIDM00986,,Cell Line,Adherent,,,,,MSS,11.76666667,2.926313201,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00459,Head and Neck,Tumour,Oral Cavity Carcinoma,"('Head and Neck Squamous Cell Carcinoma  (C34447)',)",52,,,,Unknown,,Unknown,,,,,,SIDP00396,Homo Sapiens,Male,East Asian,Unknown,,753535,ACH-000548,BHY_UPPER_AERODIGESTIVE_TRACT,CVCL_1086,DSMZ:ACC-404
BICR10,SIDM00077,,Cell Line,Adherent,,,,,MSS,7.066666667,1.963657647,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00803,Head and Neck,Tumour,Oral Cavity Carcinoma,"('Oral Cavity Squamous Cell Carcinoma  (C4833)',)",,,,,Unknown,,Unknown,,,,,,SIDP00716,Homo Sapiens,Female,White,Unknown,,1290724,ACH-001331,BICR10_UPPER_AERODIGESTIVE_TRACT,CVCL_2307,ECACC:4072103
BICR22,SIDM00485,,Cell Line,Adherent,,,,,MSS,6.833333333,1.897911915,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00939,Head and Neck,Metastasis,Oral Cavity Carcinoma,"('Tongue Squamous Cell Carcinoma  (C4648)',)",,,,,Unknown,,Lymph node,,,,,,SIDP00839,Homo Sapiens,Male,White,Unknown,,1240121,ACH-000794,BICR22_UPPER_AERODIGESTIVE_TRACT,CVCL_2310,ECACC:04072106
BICR31,SIDM00078,,Cell Line,Adherent,,,,,MSS,4.466666667,2.93595712,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00804,Head and Neck,Tumour,Oral Cavity Carcinoma,"('Tongue Squamous Cell Carcinoma  (C4648)',)",,,,,Unknown,,Unknown,,,,,,SIDP00717,Homo Sapiens,Male,White,Unknown,,1290725,ACH-000228,BICR31_UPPER_AERODIGESTIVE_TRACT,CVCL_2312,ECACC:4072107
BICR78,SIDM00501,,Cell Line,Adherent,,,,,MSS,5.766666667,2.583586667,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00940,Head and Neck,Tumour,Oral Cavity Carcinoma,"('Oral Cavity Squamous Cell Carcinoma  (C4833)',)",,,,,Unknown,,Oral Aveolus,,,,,,SIDP00840,Homo Sapiens,Male,White,Unknown,,1240122,ACH-001332,BICR78_UPPER_AERODIGESTIVE_TRACT,CVCL_2315,ECACC:04072111
BL-41,SIDM00985,IARC/BL41,Cell Line,Suspension,,,,,MSS,6.833333333,3.107607582,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00460,Haematopoietic and Lymphoid,Tumour,Burkitt's Lymphoma,"('Burkitt s Lymphoma  (C2912)',)",8,,,,Unknown,,Unknown,,,,,,SIDP00397,Homo Sapiens,Male,White,Unknown,,910706,ACH-000245,BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1087,DSMZ:ACC-160
BL-70,SIDM00074,IARC/BL70,Cell Line,Unknown,,,,,,,2.01324565,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,SIDS00748,Haematopoietic and Lymphoid,Unknown,Burkitt's Lymphoma,"('Burkitt s Lymphoma  (C2912)',)",16,,,,Unknown,,Unknown,,,,,,SIDP00671,Homo Sapiens,Male,White,Unknown,,910707,ACH-000402,BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1088,DSMZ:ACC233
BOKU,SIDM00073,,Cell Line,Unknown,,,,,,,,,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00749,Cervix,Tumour,Cervical Carcinoma,"('Cervical Squamous Cell Carcinoma  (C4028)',)",,,,,Unknown,,Cervix,,,,,,SIDP00672,Homo Sapiens,Female,Unknown,Unknown,,753536,ACH-001451,BOKU_CERVIX,CVCL_1089,JCRB:IFO50323
BONNA-12,SIDM00984,,Cell Line,Adherent,,,,,MSS,4.766666667,2.03884183,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,SIDS00461,Haematopoietic and Lymphoid,Metastasis,Other Blood Carcinomas,"('Hairy Cell Leukemia  (C7402)',)",46,,,1988,Unknown,,Spleen,,,,,,SIDP00398,Homo Sapiens,Male,Unknown,Unknown,,906695,ACH-001452,BONNA12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1090,DSMZ:ACC-150
BPH-1,SIDM00964,,Cell Line,Adherent,,,,Prostate epithelial cells from a 68-year-old man with benign prostate hyperplasia cells were immortalized with SV-40 large T-antigen (DSMZ).,MSS,3.333333333,3.223552437,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00462,Prostate,Normal,Non-Cancerous,"('Benign Prostatic Hyperplasia  (C2897)',)",68,,,,Unknown,,Prostate,,,,,,SIDP00399,Homo Sapiens,Male,Unknown,Unknown,,924105,ACH-001453,BPH1_PROSTATE,CVCL_1091,DSMZ:ACC-143
BT-20,SIDM00893,,Cell Line,Adherent,,,,,MSS,10.53333333,2.445086326,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00085,Breast,Tumour,Breast Carcinoma,"('Breast Adenocarcinoma  (C5214)',)",74,,,1958,Unknown,,Mammary gland,,,,,,SIDP00068,Homo Sapiens,Female,White,Unknown,,906801,ACH-000536,BT20_BREAST,CVCL_0178,ATCC:HTB-19
BT-474,SIDM00963,,Cell Line,Adherent,,,,,MSS,25.66666667,2.693256722,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00463,Breast,Tumour,Breast Carcinoma,"('Invasive Ductal Carcinoma not Otherwise Specified  (C4194)',)",60,,,,Unknown,,Unknown,,,,,,SIDP00400,Homo Sapiens,Female,Unknown,Unknown,,946359,ACH-000927,BT474_BREAST,CVCL_0179,DSMZ:ACC-64
BT-483,SIDM00892,,Cell Line,Adherent,,,,,MSS,12.23333333,3.840197164,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00086,Breast,Tumour,Breast Carcinoma,"('Invasive Ductal Carcinoma not Otherwise Specified  (C4194)',)",23,,,,Unknown,,Mammary gland,,,,,,SIDP00069,Homo Sapiens,Female,White,Unknown,,949093,ACH-000818,BT483_BREAST,CVCL_2319,ATCC:HTB-121
BT-549,SIDM00122,BT-B,Cell Line,Adherent,,,,,MSS,5.2,2.966170305,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00815,Breast,Tumour,Breast Carcinoma,"('Invasive Ductal Carcinoma not Otherwise Specified  (C4194)',)",72,,,1978,Unknown,,Unknown,,,,,,SIDP00728,Homo Sapiens,Female,White,Unknown,,905951,ACH-000288,BT549_BREAST,CVCL_1858,NCI:BT-549
BV-173,SIDM00962,,Cell Line,Suspension,,,,,MSS,8.433333333,2.0048113,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00464,Haematopoietic and Lymphoid,Tumour,Chronic Myelogenous Leukemia,"('Chronic Myelogenous Leukemia  (C3174)',)",45,,,1980,Unknown,,Peripheral Blood,,,,,,SIDP00401,Homo Sapiens,Male,Unknown,Unknown,,910710,ACH-000432,BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_0181,DSMZ:ACC-20
BxPC-3,SIDM00132,,Cell Line,Adherent,,,,,MSS,6.066666667,2.457896684,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00805,Pancreas,Tumour,Pancreatic Carcinoma,"('Pancreatic Ductal Adenocarcinoma  (C9120)',)",61,,,,Unknown,,Unknown,,,,,,SIDP00718,Homo Sapiens,Female,Unknown,Unknown,,906693,ACH-000535,BXPC3_PANCREAS,CVCL_0186,ECACC:93120816
C-33-A,SIDM00889,,Cell Line,Adherent,,,,,MSI,59.66666667,1.972256744,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00089,Cervix,Tumour,Cervical Carcinoma,"('Cervical Squamous Cell Carcinoma  (C4028)',)",66,,,,Unknown,,Cervix,,,,,,SIDP00072,Homo Sapiens,Female,White,Unknown,,687505,ACH-001333,C33A_CERVIX,CVCL_1094,ATCC:HTB-31
C-4-I,SIDM00905,C4-1;Hs 636.T,Cell Line,Adherent,,,,,MSS,7.8,1.925836159,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00091,Cervix,Tumour,Cervical Carcinoma,"('Human Papilloma Virus-Related Cervical Squamous Cell Carcinoma  (C27676)',)",41,,,,Unknown,,Cervix,,,,,,SIDP00074,Homo Sapiens,Female,White,Unknown,C-4-I and C-4-II were both derived from the same patient (ATCC).,687506,ACH-001334,C4I_CERVIX,CVCL_2253,ATCC:CRL-1594
C-4-II,SIDM00906,,Cell Line,Adherent,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00092,Cervix,Tumour,Cervical Carcinoma,"('Human Papilloma Virus-Related Cervical Squamous Cell Carcinoma  (C27676)',)",41,,,,Unknown,,Unknown,,,,,,SIDP00074,Homo Sapiens,Female,White,Unknown,C-4-I and C-4-II were both derived from the same patient (ATCC).,,ACH-001335,C4II_CERVIX,,ATCC:CRL-1595
C2BBe1,SIDM01233,Caco-2/BBe 1,Cell Line,Adherent,,,,,MSS,8.466666667,3.505671881,SIDM00891,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00087,Large Intestine,Tumour,Colorectal Carcinoma,"('Colon Adenocarcinoma  (C4349)',)",72,,,1988,Unknown,,Colon,,,,,,SIDP00070,Homo Sapiens,Male,White,Unknown,The C2BBe1 (brush border expressing) cell line was cloned in 1988 from the Caco 2 cell line (ATCC).,910700,ACH-000009,C2BBE1_LARGE_INTESTINE,CVCL_1096,ATCC:CRL-2102
C32,SIDM00890,C32-mel;C32r,Cell Line,Adherent,,,,,MSS,8.466666667,2.011721293,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00088,Skin,Tumour,Melanoma,"('Amelanotic Melanoma  (C3802)',)",53,,,,Unknown,,Unknown,,,,,,SIDP00071,Homo Sapiens,Male,White,Unknown,,906830,ACH-000580,C32_SKIN,CVCL_1097,ATCC:CRL-1585
C3A,SIDM01237,Hep-G2/C3A,Cell Line,Adherent,,,,,MSS,9.7,2.227958879,SIDM00904,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00090,Liver,Tumour,Hepatocellular Carcinoma,"('Hepatoblastoma  (C3728)',)",15,,,,Unknown,,Unknown,,,,,,SIDP00073,Homo Sapiens,Male,White,Unknown,"C3A is clonal derivative of Hep-G2 that was selected for strong contact inhibition of growth, high albumin production, high production of alpha fetoprotein (AFP) and ability to grow in glucose deficient medium (ATCC).",910850,ACH-001021,C3A_LIVER,CVCL_1098,ATCC:CRL-10741
C8166,SIDM00072,C8166-CD4,Cell Line,Unknown,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,SIDS00750,Haematopoietic and Lymphoid,Transformed,Non-Cancerous,"('Non Cancerous  (C41168)',)",,,,,Unknown,,Blood,,,,,,SIDP00673,Homo Sapiens,Unknown,Unknown,Unknown,,906829,ACH-000206,C8166_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1099,ECACC:88051601
Ca-Ski,SIDM00923,,Cell Line,Adherent,,,,,MSS,10,3.226191121,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00094,Cervix,Metastasis,Cervical Carcinoma,"('Human Papilloma Virus-Related Cervical Squamous Cell Carcinoma  (C27676)',)",40,,,,Unknown,,Small intestine,,,,,,SIDP00076,Homo Sapiens,Female,White,Unknown,,906824,ACH-001336,CASKI_CERVIX,CVCL_1100,ATCC:CRL-1550
CA46,SIDM00907,,Cell Line,Suspension,,,,,MSS,9.833333333,4.013405939,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00093,Haematopoietic and Lymphoid,Tumour,Burkitt's Lymphoma,"('Burkitt s Lymphoma  (C2912)',)",,,,,Unknown,,Unknown,,,,,,SIDP00075,Homo Sapiens,Male,Unknown,Unknown,,910703,ACH-000440,CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1101,ATCC:CRL-1648
Ca9-22,SIDM00489,,Cell Line,Adherent,,,,,MSS,14.6,2.577056849,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00952,Head and Neck,Tumour,Head and Neck Carcinoma,"('Gingival Squamous Cell Carcinoma  (C129857)',)",,,,,Unknown,,"Oral, gingiva",,,,,,SIDP00852,Homo Sapiens,Male,East Asian,Unknown,,753538,ACH-002043,CA922_UPPER_AERODIGESTIVE_TRACT,CVCL_1102,JCRB:JCRB0625
Caco-2,SIDM00891,Caco-2/ATCC,Cell Line,Adherent,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SIDS00087,Large Intestine,Tumour,Colorectal Carcinoma,"('Colon Adenocarcinoma  (C4349)',)",72,,,1988,Unknown,,Colon,,,,,,SIDP00070,Homo Sapiens,Male,White,Unknown,The C2BBe1 (brush border expressing) cell line was cloned in 1988 from the Caco 2 cell line (ATCC).,1290729,ACH-000003,CACO2_LARGE_INTESTINE,CVCL_0025,ATCC:HTB-37
CADO-ES1,SIDM00961,ESCADO1,Cell Line,Adherent,,,,,MSS,9.833333333,2.061739639,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00465,Bone,Metastasis,Ewing's Sarcoma,"('Ewing s Sarcoma  (C4817)',)",19,,,,Unknown,,Pleural Effusion,,,,,,SIDP00402,Homo Sapiens,Female,East Asian,Unknown,,753539,ACH-000210,CADOES1_BONE,CVCL_1103,DSMZ:ACC-255
CAKI-1,SIDM00941,,Cell Line,Adherent,,,,,MSS,6.6,3.231901659,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00466,Kidney,Metastasis,Kidney Carcinoma,"('Conventional Clear Cell Renal Cell Carcinoma  (C4033)',)",49,,,,Unknown,,Unknown,,,,,,SIDP00403,Homo Sapiens,Male,White,Unknown,,905963,ACH-000433,CAKI1_KIDNEY,CVCL_0234,NCI:CAKI-1
CAL-120,SIDM00940,,Cell Line,Adherent,,,,,MSS,4.2,3.197696217,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00467,Breast,Metastasis,Breast Carcinoma,"('Breast Carcinoma  (C4872)',)",43,,,1991,Unknown,,Pleural Effusion,,,,,,SIDP00404,Homo Sapiens,Female,Unknown,Unknown,,906826,ACH-000212,CAL120_BREAST,CVCL_1104,DSMZ:ACC-459
CAL-12T,SIDM00939,,Cell Line,Adherent,,,,,MSS,19.56666667,2.4042772,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00468,Lung,Tumour,Non-Small Cell Lung Carcinoma,"('Non-Small Cell Lung Carcinoma  (C2926)',)",,,,1981,Unknown,,Unknown,,,,,,SIDP00405,Homo Sapiens,Male,Unknown,Unknown,,753540,ACH-000826,CAL12T_LUNG,CVCL_1105,DSMZ:ACC-443
CAL-148,SIDM00938,,Cell Line,Adherent,,,,,MSS,17.63333333,2.065513107,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00469,Breast,Metastasis,Breast Carcinoma,"('Breast Carcinoma  (C4872)',)",58,,,,Chemotherapy,adriamycin and taxol,Pleural Effusion,,,,,,SIDP00406,Homo Sapiens,Female,Unknown,Unknown,,924106,ACH-000902,CAL148_BREAST,CVCL_1106,DSMZ:ACC-460
CAL-27,SIDM00937,,Cell Line,Adherent,,,,,MSS,12.06666667,1.935470847,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00470,Head and Neck,Tumour,Oral Cavity Carcinoma,"('Tongue Squamous Cell Carcinoma  (C4648)',)",56,,,1982,None,,Tongue,,,,,,SIDP00407,Homo Sapiens,Male,Unknown,Unknown,,910916,ACH-000832,CAL27_UPPER_AERODIGESTIVE_TRACT,CVCL_1107,DSMZ:ACC-446
CAL-29,SIDM00936,,Cell Line,Adherent,,,,,MSS,5.633333333,2.929286172,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00471,Bladder,Tumour,Bladder Carcinoma,"('Bladder Carcinoma  (C4912)',)",80,,,,None,,Urinary Bladder,,,,,,SIDP00408,Homo Sapiens,Female,Unknown,Unknown,,1290730,ACH-000142,CAL29_URINARY_TRACT,CVCL_1808,DSMZ:ACC-515
CAL-33,SIDM00942,,Cell Line,Adherent,,,,,MSS,8.633333333,2.088865963,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00472,Head and Neck,Tumour,Oral Cavity Carcinoma,"('Tongue Squamous Cell Carcinoma  (C4648)',)",69,,,1983,None,,Tongue,,,,,,SIDP00409,Homo Sapiens,Male,Unknown,Unknown,,753541,ACH-000518,CAL33_UPPER_AERODIGESTIVE_TRACT,CVCL_1108,DSMZ:ACC-447
CAL-39,SIDM00935,,Cell Line,Adherent,,,,,MSS,8.9,2.537414861,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00473,Vulva,Tumour,Other Solid Carcinomas,"('Vulvar Squamous Cell Carcinoma  (C4052)',)",76,,,1984,Unknown,,Vulva,,,,,,SIDP00410,Homo Sapiens,Female,Unknown,Unknown,,924107,ACH-002091,CAL39_VULVA,CVCL_1109,DSMZ:ACC-187
CAL-51,SIDM00933,,Cell Line,Adherent,,,,,MSS,22.63333333,1.988446209,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00474,Breast,Metastasis,Breast Carcinoma,"('Breast Carcinoma  (C4872)',)",45,,,1985,Chemotherapy;Radiotherapy,,Pleural Effusion,,,,,,SIDP00411,Homo Sapiens,Female,Unknown,Unknown,,910927,ACH-000856,CAL51_BREAST,CVCL_1110,DSMZ:ACC-302
CAL-54,SIDM00932,,Cell Line,Adherent,,,,,MSS,6.766666667,2.345081379,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00475,Kidney,Metastasis,Kidney Carcinoma,"('Renal Cell Carcinoma  (C9385)',)",75,,,1987,Unknown,,Pleural Effusion,,,,,,SIDP00412,Homo Sapiens,Male,Unknown,Unknown,,910952,ACH-000457,CAL54_KIDNEY,CVCL_1111,DSMZ:ACC-365
CAL-62,SIDM00931,,Cell Line,Adherent,,,,,MSS,5.133333333,2.526469338,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00476,Thyroid,Tumour,Thyroid Gland Carcinoma,"('Anaplastic Thyroid Carcinoma  (C3878)',)",70,,,1988,Unknown,,Pleural Effusion,,,,,,SIDP00413,Homo Sapiens,Female,Unknown,Unknown,,906828,ACH-000174,CAL62_THYROID,CVCL_1112,DSMZ:ACC-448
CAL-72,SIDM00930,,Cell Line,Adherent,,,,,MSS,12,2.362356025,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,SIDS00477,Bone,Tumour,Osteosarcoma,"('Osteosarcoma  (C9145)',)",10,,,1989,Chemotherapy,,Left knee,,,,,,SIDP00414,Homo Sapiens,Male,Unknown,Unknown,,906827,ACH-001715,CAL72_BONE,CVCL_1113,DSMZ:ACC-439
CAL-78,SIDM00929,,Cell Line,Adherent,,,,,MSS,8.3,3.424897378,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,SIDS00478,Bone,Tumour,Chondrosarcoma,"('Chondrosarcoma  (C2946)',)",76,,,1989,Unknown,,Thigh muscle,,,,,,SIDP00415,Homo Sapiens,Male,Unknown,Unknown,,1290765,ACH-000516,CAL78_BONE,CVCL_1809,DSMZ:ACC-449
